,xcode,name,nationality,birthdate,gender,club
3694,4207,KRAUSPENHAAR Marc,GER,1987,M,SCM Zella-Mehlis
3695,2260,KRAUSS P.,GER,2006,M, 
3696,8068,KRAVTSOV Sergey,KAZ,28-01-2002,M, 
3697,8563,KREIBICH Julina,GER,2007,F,VSC Klingenthal
3698,3101,KREINER David,AUT, ,M, 
3699,7158,KREISCHER Phil Niklas,GER,1998,M,Sc Koenigsbronn
3700,4208,KREISELMEYER Constantin,GER,1986,M,SC Oberstdorf
3701,3298,KREJCA Jaroslav,CZE, ,M, 
3702,5991,KREJCA Lukas,CZE,1993,M,Tj Frenstat pod radhostem
3703,7371,KREK Eva,SLO,2003,F,Ssk Alpina ziri
3704,8439,KREK Mojca,SLO,2005,F,Ssk Ziri
3705,7021,KREMER Cassandra,GER,1998,F,Wsv Isny
3706,1966,KREMNICKY Andrej,SVK,1989,M, 
3707,6472,KREMZAR Jure,SLO,1996,M,Sk Zagorje
3708,8048,KRENEK Filip,CZE,2005,M,TJ Roznov pod Radhostem
3709,2189,KRENEK Robert,CZE,1974,M,Dukla Liberec
3710,2841,KRENEK Roman,CZE, ,M, 
3711,7597,KREPELKOVA Marta,CZE,1991,F,Ski Klub Harrachov
3712,5992,KRESALEK Jakub,CZE,1990,M,Tj Frenstat pod radhostem
3713,6700,KREUTNER Marco,AUT,1999,M,Sc Mayrhofen
3714,4635,KREUZER Christoph,NED,1982,M,Villach and Netherlands Ski Fed.
3715,3948,KREUZER Erich,AUT, ,M, 
3716,6095,KREUZER Philipp,AUT,1995,M,TSU St. Veit im Pongau
3717,4902,KRIEG Stefanie,GER,1981,F,WSV DJK Rastbuechl
3718,2079,KRINER Hans,GER, ,M, 
3719,2830,KRISMAYR Falko,AUT, ,M, 
3720,3040,KRISTIAN Lars,NOR, ,M, 
3721,7778,KRISTIANSEN Kurt,NOR,29-01-1984,M,Troegstad Skiklubb
3722,5678,KRIVEC Nik,SLO,1992,M,SK Triglav Kranj
3723,6809,KRIZBAY Arpad Timar,ROU,2000,M,CS Dinamo Buc- Centrul Sportiv Bv
3724,5054,KRIZNAR Jernej,SLO,1988,M,NSK Trzic Trifix
3725,7072,KRIZNAR Nika,SLO,09-03-2000,F,SSK NORICA ZIRI
3726,3453,KRJUKOV Viktor,SOV, ,M, 
3727,2327,KROELL Ernst,AUT, ,M, 
3728,8358,KROELL Florian,AUT,31-08-2002,M,Sc Mayrhofen
3729,3700,KROG Georg,USA, ,M, 
3730,8381,KROGH Martin Andre,NOR,12-11-2002,M,Tromsoe Skiklub
3731,3358,KROKEN Erling,NOR, ,M, 
3732,7830,KROL Sabina,POL,2002,F,Azs Zakopane
3733,2846,KROMPOLC Zbynek,CZE,1978,M, 
3734,3355,KROPAR Marjan,SLO, ,M, 
3735,5874,KROPP Sebastian,GER,1995,M,Wsv Gruena
3736,6550,KRPEC Michal,CZE,1996,M, 
3737,219606,KRUCHININA Kristina,RUS,2004,F,SPB SSHOR Vyborgskaya Dinamo
3738,2038,KRUCZEK Lukasz,POL,1975,M,LKS Klimczok Bystra
3739,4319,KRUCZEK Pawel,POL,1983,M, 
3740,8341,KRUEGER Hope,USA,2003,F,Norge Ski club
3741,4209,KRUEGER Marcel,GER,1985,M,Oberwiesenthaler SV
3742,7770,KRUG Christopher,CAN,2001,M, 
3743,4034,KRUMBACHER Florian,GER,1983,M,SC Oberstdorf
3744,7445,KRUPA Dawid,POL,1998,M,Ss-R Lzs sokol szczyrk
3745,8315,KRUSTINA Kamila Aleksa,LAT,2006,F,Sk Ogres stils
3746,5770,KRUTYUK Pavlo,UKR,1993,M,Kremenets
3747,6924,KRUZE Karlis,LAT,1989,M,Sc Ogres stils
3748,7654,KRZAK Jaroslaw,POL,01-08-2000,M,PKS Olimpijczyk
3749,8310,KRZEMPEK Milosz,POL,2003,M,Wss Wisla
3750,5488,KRZEPTOWSKI Klemens,POL,1991,M,WKS Zakopane
3751,4059,KRZNACIC Mato,SLO, ,M, 
3752,3105,KRZYSZTOF Styrczula,POL,1982,M, 
3753,3720,KRZYSZTOFFIAK Adam,POL, ,M, 
3754,5142,KUBACKI Dawid,POL,12-03-1990,M,TS Wisla Zakopane
3755,4670,KUBAN Lukas,CZE,1988,M,TJ Frenstat
3756,5694,KUBAN Robert,CZE,1991,M,TJ Frenstad p.R.
3757,7650,KUBECKOVA Klara,CZE,2001,F,TJ Frenstat pod Radhostem
3758,7205,KUBENA Lukas,CZE,2000,M,TJ Roznov pod Radhostem
3759,3683,KUBICA Stanislaw,POL, ,M, 
3760,4132,KUBLI Magdalena,AUT,1985,F, 
3761,4266,KUBO Noboru,JPN,1984,M, 
3762,4249,KUBO Takahiro,JPN,1986,M, 
3763,3600,KUBO Yuta,JPN, ,M, 
3764,4534,KUBOTA Daisuke,JPN,1980,M, 
3765,4435,KUBOTA Kazuyuki,JPN,1982,M, 
3766,7815,KUBOTA Machiko,JPN,18-03-2003,F,Iiyama High School
3767,2108,KUCERA M.,CZE, ,M, 
3768,3675,KUCHLBACHER Franz,AUT, ,M, 
3769,8288,KUCHTA Bartlomiej,POL,2003,M,Lks Poroniec poronin
3770,3995,KUDER Steffen,GER, ,M, 
3771,6269,KUDO Akihiro,JPN,1962,M, 
3772,4824,KUDO Kotaro,JPN,1974,M, 
3773,7804,KUDO Marin,JPN,2000,F, 
3774,7561,KUDO Sota,JPN,31-01-2002,M,Megmilk Snow Brand Ski Team
3775,7300,KUDO Soya,JPN,1998,M, 
3776,6407,KUDO Taku,JPN,1994,M, 
3777,3047,KUDO Takuya,JPN, ,M, 
3778,2421,KUDOH Takehiro,JPN,1981,M, 
3779,6421,KUDREVICH Uladzimir,BLR,1992,M, 
3780,7901,KUDRIAVTSEV Nikita,RUS,11-10-2000,M,Bashkortostan Mbu shor33
3781,7585,KUDRYAVTSEV Konstantin,KAZ,1999,M, 
3782,7335,KUDZIA Piotr,POL,2000,M,LKS Klimczok Bystra
3783,7381,KUEBLER Pia Lilian,GER,08-10-2002,F,Sv Zschopau
3784,3946,KUEFFE Robert,AUT, ,M, 
3785,5260,KUEHN Daniel,GER,1991,M,WSV Schmiedefeld
3786,4594,KUEHN Max,GER,1990,M,WSV Schmiedefeld
3787,6810,KUEHNEL Carlo,GER,1996,M,Sc Willingen
3788,7231,KUEHNEL Corvin,GER,1999,M,Sc Willingen
3789,4900,KUEHORN Angelika,GER,1986,F,SC Bischofsgruen
3790,2304,KUEHRT V.,GER, ,M, 
3791,5095,KUENZI Adrian,SUI,1989,M,Kandersteg
3792,5689,KUENZLE Walter,SUI,1991,M,SC Wildhaus
3793,6117,KUENZLER Andri,SUI,1996,M,Sc Alpina st. moritz
3794,4210,KUERSCHNER Mario,GER,1985,M,WSV Ober-Unterschoenau
3795,2062,KUETTEL Andreas,SUI,1979,M,SC Einsiedeln
3796,7828,KUGLER Aaron,AUT,12-01-2003,M,UVB Hinzenbach
3797,4790,KUGLITSCH Thomas,AUT,1985,M, 
3798,7859,KUISMA Tomas,FIN,2004,M,Puijon Hiihtoseura
3799,6497,KUKACHEV Iakov,RUS,1996,M, 
3800,2109,KUKACKA J.,CZE, ,M, 
3801,7895,KUKK Meriliis,EST,2000,F,Pohjakotkas Otepaa
3802,5976,KUKKA Alar,EST,1986,M,Otepaa Sportclub
3803,5846,KUKOVIC Rok,SLO,1992,M,SSK Ljubno BTC
3804,5160,KUKUCZKA Mateusz,POL,1991,M,KS Wisla Ustronianka
3805,5548,KUKULA Artur,POL,1992,M,WSS Wisla
3806,1978,KULA Jan,POL, ,M, 
3807,3306,KULACH Stanislaw,POL, ,M, 
3808,3283,KULAKOV Igor,CIS, ,M, 
3809,5300,KULIG Marcin,POL,1990,M,KS Start Krokiew Zakopane
3810,6685,KULIKOV Sergei,RUS,1994,M,CSKA
3811,5361,KULMALA Mika,FIN,1989,M,Lahden Hiihtoseura
3812,8137,KULMITZER Dominik,AUT,12-08-2002,M,SC Egg
3813,4796,KUMAKI Naho,JPN,1987,F, 
3814,4647,KUMER Jure,SLO,1985,M,SSK Alpina Ziri
3815,6047,KUMERDEJ Matjaz,SLO,1991,M,Sk Triglav kranj
3816,6777,KUMMER Laura,AUT,1996,F,WSV ewoxx Woergl
3817,2787,KUMMERLOEW René,DDR, ,M, 
3818,7691,KUNATH Florian,GER,1999,M,Sg Nickelhuette aue
3819,7245,KUNII Masaki,JPN,1960,M, 
3820,5240,KUNISAWA Sena,JPN,1990,M, 
3821,3127,KUOSSARI Ilkka,FIN, ,M, 
3822,6331,KUPCZAK Kacper,POL,1995,M,SSR-LZS Sokó? Szczyrk
3823,6423,KUPCZAK Szczepan,POL,29-11-1992,M,SSR LZS Sokol Szczyrk
3824,8301,KUPKE Bjoern,GER,2006,M,SV Lok Eilenburg
3825,4825,KURAHATA Ryuji,JPN,1986,M, 
3826,7467,KURANOV Viacheslav,RUS,1998,M, 
3827,5280,KURBUS Peter,SLO,1991,M,SSK Menges
3828,7556,KURITA Riki,JPN,16-09-1998,M,Meiji Univ.
3829,4362,KURITA Shunsuke,JPN,1985,M, 
3830,3153,KURIYAMA Tomokazu,JPN, ,M, 
3831,6323,KURODA Takamitsu,JPN,1988,M, 
3832,2422,KUROIWA Sohjun,JPN,1989,M, 
3833,4445,KUROIWA Yusuke,JPN,1982,M, 
3834,7499,KUROKAWA Ryo,JPN,23-03-2000,M, 
3835,5520,KUROKAWA Tomoki,JPN,1990,M, 
3836,6784,KUROKAWA Toshiki,JPN,1996,M, 
3837,3472,KURTH Veit,DDR, ,M, 
3838,219612,KURTTILA Eemeli,FIN,2007,M,Taivalkosken Kuohu
3839,2087,KURY Michael,AUT,1978,M, 
3840,5179,KURYAVSKIY Roman,KAZ, ,M, 
3841,3450,KURZ Helmut,GER, ,M, 
3842,6954,KUS Jan,SLO,08-03-1998,M,SSK Ilirija
3843,6360,KUSA Hiroki,JPN,1995,M, 
3844,4826,KUSAKA Kotaro,JPN,1985,M, 
3845,7498,KUSAKA Ryuki,JPN,16-02-2002,M,Shimokawa Shogyo High School
3846,7228,KUSHNIRCHUK Mykola,UKR,1999,M,Vorokhta Ski school
3847,2953,KUSSINEN Matt,USA, ,M, 
3848,2486,KUSTOV Pavel,SOV, ,M, 
3849,6596,KUSTOVA Alexandra,RUS,26-08-1998,F,SK MO SHVSM ODYSHS CSP MAGADAN 
3850,5725,KUTAL Jiri,CZE,1986,M, 
3851,5405,KUTAL Petr,POL,1970,M, 
3852,6262,KUTAL Petr,CZE,1988,M,SKL Nove Mesto nad Morave
3853,7415,KUTSEVYCH Artem,UKR,2003,M,Kremenets Ski school
3854,2389,KUTTIN Heinz,AUT,1971,M, 
3855,3820,KUWABARA Hideyuki,JPN, ,M, 
3856,8920,KUWAIT,KUW, ,A, 
3857,8803,KUWAIT,KUW, ,M, 
3858,8694,KUWAIT,KUW, ,F, 
3859,9041,KUWAIT I,KUW, ,A, 
3860,9410,KUWAIT I,KUW, ,M, 
3861,9160,KUWAIT I,KUW, ,F, 
3862,9879,KUWAIT II,KUW, ,A, 
3863,9524,KUWAIT II,KUW, ,M, 
3864,9641,KUWAIT II,KUW, ,F, 
3865,9277,KUWAIT III,KUW, ,M, 
3866,9760,KUWAIT III,KUW, ,F, 
3867,9334,KUWATA Takumi,JPN,2003,M,Goshogawara Agr. and Forestry H.S.
3868,5471,KUZNETSOV Dmitry,RUS,1989,M, 
3869,6744,KUZNETSOV Nikita,RUS,1997,M,Nizhniy Novgorod
3870,8487,KVAAL Bjoernar,NOR,25-03-2000,M,Byaasen Il
3871,8197,KVANDAL Eirin Maria,NOR,12-12-2001,F,Mosjoeen Il
3872,6811,KVANDAL Kari Helena,SWE,1993,F,IF Friska Viljor
3873,2835,KVARSTAD Stian,NOR,1973,M,Hamkam
3874,5024,KVAS Rok,SLO,1987,M,SSK Ilirija
3875,6292,KVEDER Miha,SLO,1993,M,Ssk Sam ihan
3876,3697,KVENDBO Ulf,CAN, ,M, 
3877,6582,KVERNBERG Martin,NOR,1991,M,Orkdal Il
3878,6212,KVERNBERG Petter,NOR,1989,M,Orkdal Il
3879,7918,KVERNMO Pernille,NOR,27-11-2000,F,Steinkjer Skiklubb
3880,5116,KYKKAENEN Jere,FIN,1988,M,Kouvolan Hiihtoseura
3881,5732,KYKKAENEN Jesse,FIN,1991,M,Lahden Hiihtoseura
3882,5793,KYKKAENEN Julia,FIN,17-04-1994,F,Helsingin Makihyppaajat
3883,3259,KYKKAENEN Tuomo,FIN, ,M, 
3884,2734,KYLMAEAHO Kimmo,FIN, ,M, 
3885,4668,KYNCL Tomas,CZE,1985,M, 
3886,4595,KYPET Marek,CZE,1987,M, 
3887,8917,KYRGYZSTAN,KGZ, ,A, 
3888,8801,KYRGYZSTAN,KGZ, ,M, 
3889,8692,KYRGYZSTAN,KGZ, ,F, 
3890,9038,KYRGYZSTAN I,KGZ, ,A, 
3891,9407,KYRGYZSTAN I,KGZ, ,M, 
3892,9157,KYRGYZSTAN I,KGZ, ,F, 
3893,9876,KYRGYZSTAN II,KGZ, ,A, 
3894,9521,KYRGYZSTAN II,KGZ, ,M, 
3895,9638,KYRGYZSTAN II,KGZ, ,F, 
3896,9998,KYRGYZSTAN III,KGZ, ,A, 
3897,9274,KYRGYZSTAN III,KGZ, ,M, 
3898,9757,KYRGYZSTAN III,KGZ, ,F, 
3899,219700,KYSEL Stepan,CZE,2005,M,TJ Dukla Frenstat pod Radhostem
3900,7322,KYTOESAHO Eetu,FIN,1997,M,Lahti Ski club
3901,2838,KYTOESAHO Pasi,FIN, ,M, 
3902,6912,KYTOSAHO Niko,FIN,18-12-1999,M,Lahti Ski Club
3903,6411,KYTT Markus Robin,EST,1995,M,Voru Sportschool
3904,2481,LAAKKONEN Risto,FIN,1967,M, 
3905,2269,LAAKSO L.,FIN, ,M, 
3906,2737,LACEDELLI Antonio,ITA, ,M, 
3907,5863,LACHRAU Michael,GER,1994,M,Wsv Oberhof 05
3908,2301,LACIAK A.,POL, ,M, 
3909,8628,LACITE Estere Loreta,LAT,2004,F,SK Lidojosais slepotajs
3910,7026,LACK Cyril,SUI,1995,M,Am Bachtel Wald
3911,4706,LACKNER Daniel,AUT,1987,M,UVB Hinzenbach
3912,3563,LACKNER Georg,AUT, ,M, 
3913,5517,LACKNER Thomas,AUT,09-04-1993,M,HSV Absam-Bergisel-Tirol
3914,7324,LACKOVIC Janez,SLO,1999,M,Sd Vizore
3915,7107,LACROIX Olan,SUI,21-03-2001,M,Les Diablerets
3916,5735,LACROIX Sebastien,FRA,1983,M,DOUANES / Bois D amont
3917,4623,LACROIX Thomas,FRA,1979,M,Skieurs Rousselands
3918,7192,LADEHAUG Anders,NOR,31-10-1999,M,Nordre Land i.L
3919,5734,LAFARGE Geoffrey,FRA,1989,M,Chamonix
3920,4915,LAHEURTE Maxime,FRA,1985,M,DOUANES / Gerardmer
3921,3669,LAIHO Keijo,FIN, ,M, 
3922,8265,LAIMER Lukas,AUT,2006,M,WSV Tschagguns
3923,1992,LAITINEN Mika Antero,FIN,1973,M,Puijon Hiihtoseura
3924,2833,LAJUNEN Akseli,FIN,1982,M,Jyvaeskylaen Hiihtoseura
3925,8449,LAMARCA Leo,FRA,2004,M,Us Autranaise
3926,5019,LAMB Chris,USA,1989,M,Procter Academy
3927,6615,LAMBERT James,GBR,1965,M, 
3928,3650,LAMPE Walter,GER, ,M, 
3929,8316,LAMSTERE Krista Alise,LAT,2006,F,Sk Ogres stils
3930,2778,LAMY CHAPPUIS Jason,FRA,1986,M, Bois d Amont
3931,5723,LAMY CHAPPUIS Ronan,FRA,1993,M,Bois D'amont
3932,7219,LANCHO Arantxa,GER,2000,F,Sg Nickelhuette aue
3933,4050,LANDENHAMMER Rudi,GER, ,M, 
3934,4080,LANDENHAMMER Toni,GER, ,M, 
3935,7180,LANDERER Hannes,AUT,20-10-2002,M,SV Innsbruck Bergisel
3936,4615,LANDERT Guido,SUI,1985,M,Speer Ebnat-Kappel
3937,2897,LANDIS Arnold,USA, ,M, 
3938,2205,LANDVIK Einar,NOR, ,M, 
3939,5887,LANG Alexander,GER,1992,M,Sc Hinterzarten
3940,2166,LANG Grega,SLO,1981,M,NSK Trzic Trifix
3941,5870,LANG Max,GER,1995,M,SG Nickelhuette Aue
3942,5187,LANG Stefan,GER,1989,M,SC Oberstdorf
3943,4211,LANGE Christian,GER,1983,M, 
3944,6689,LANGER Jonas,AUT,1994,M, 
3945,7083,LANGGAARD Jonas,NOR,1993,M,Hurdal Il
3946,8397,LANGKAAS John Andre,NOR,1999,M,Tyristubben
3947,3299,LANGLOIS John,USA, ,M, 
3948,2876,LANGLOIS Tad,USA,1968,M, 
3949,219702,LANGMO Isak Andreas,NOR,2004,M,Fjelloern IL
3950,3519,LANGUS Joze,SLO, ,M, 
3951,6856,LANIN Ivan,RUS,15-01-1992,M,Sdushor CSP  N.Novgorod-Krasnoyarsk
3952,6316,LANINSEK Anze,SLO,1996,M,Ssk Menges
3953,6437,LANISEK Anze,SLO,20-04-1996,M,Ssk Menges
3954,6796,LANZERSDORFER Florian,AUT,1996,M,UVB Hinzenbach
3955,3285,LAPPALAINEN Juha,FIN, ,M, 
3956,4547,LAPPI Arttu,FIN,1984,M,Puijon Hiihtoseura
3957,2658,LARINTO Jari,FIN, ,M, 
3958,5396,LARINTO Ville,FIN,1990,M,Lahden Hiihtoseura
3959,8216,LARSEN Alexander Juan Carlos,NOR,2000,M,Botne Sk
3960,1980,LARSEN Arne,NOR, ,M, 
3961,7665,LARSON Cara,USA,05-11-2000,F,Norge Ski Club
3962,6877,LARSON Casey,USA,16-12-1998,M,Norge
3963,6349,LARSSON Benjamin,SWE,1996,M,Solleftea Gif
3964,5594,LARSSON Jeremia,SWE,1992,M,Solleftea GIF
3965,5346,LARSSON Josef,SWE,1989,M,Solleftea Gif
3966,3788,LASEV Georgi,BUL, ,M, 
3967,6549,LASOTA Damian,CZE,11-05-1997,M,TJ Trinec
3968,5549,LASSAK Piotr,POL,1992,M,LKS Poroniec
3969,8921,LATVIA,LAT, ,A, 
3970,8804,LATVIA,LAT, ,M, 
3971,8695,LATVIA,LAT, ,F, 
3972,9042,LATVIA I,LAT, ,A, 
3973,9411,LATVIA I,LAT, ,M, 
3974,9161,LATVIA I,LAT, ,F, 
3975,9880,LATVIA II,LAT, ,A, 
3976,9525,LATVIA II,LAT, ,M, 
3977,9642,LATVIA II,LAT, ,F, 
3978,9278,LATVIA III,LAT, ,M, 
3979,9761,LATVIA III,LAT, ,F, 
3980,6851,LAUCHLAN Nigel,CAN,1996,M,Altius Nordic SC
3981,7673,LAUE Josephin,GER,21-11-2001,F,Sfv Rothenburg
3982,7675,LAUE Pauline,GER,2001,F,Sfv Rothenburg
3983,2212,LAUENER A.,SUI, ,M, 
3984,5261,LAUG Stefan,GER,1989,M,SC Oberstdorf
3985,6913,LAUKKANEN Vili,FIN,1999,M,Kouvola Ski club
3986,8105,LAUKNER Luis,GER,2005,M,Vsc Klingenthal
3987,3361,LAUREN Toivo,SWE, ,M, 
3988,8483,LAUVSLAND Jonatan Hansen,NOR,17-03-2000,M,Oevreboe Il
3989,8368,LAUVSLAND Karoline,NOR,2004,F,Oevreboe Il
3990,6289,LAVTIZAR Anze,SLO,1996,M,Nd Ratece - planica
3991,4920,LAZAROVYCH Oleksandr,UKR,1984,M,Vorokhta Ski School
3992,4041,LAZZARONI David,FRA,1985,M,US. Autrans
3993,5441,LE BORGNE Maxence,FRA,1991,M,Chaux Neuve
3994,6956,LEAROYD Jonathan,FRA,03-11-2000,M,Courchevel
3995,8337,LEAROYD Louis,FRA,2006,M,Cs Courchevel
3996,5624,LEBAN Luka,SLO,1992,M,NSK Trzic Trifix
3997,8922,LEBANON,LBN, ,A, 
3998,8805,LEBANON,LBN, ,M, 
3999,8696,LEBANON,LBN, ,F, 
4000,9043,LEBANON I,LBN, ,A, 
4001,9412,LEBANON I,LBN, ,M, 
4002,9162,LEBANON I,LBN, ,F, 
4003,9881,LEBANON II,LBN, ,A, 
4004,9526,LEBANON II,LBN, ,M, 
4005,9643,LEBANON II,LBN, ,F, 
4006,9279,LEBANON III,LBN, ,M, 
4007,9762,LEBANON III,LBN, ,F, 
4008,6471,LEBAR Matej,SLO,1995,M,Ssk Sam ihan
4009,7100,LEBEDEVA Elmira,RUS,1981,F,Ssg
4010,4563,LEBEL Paul,CAN,1983,M,Altius Nordic Ski Club
4011,8081,LEBELT Klara,GER,2005,F,VSC Klingenthal
4012,4066,LECHLER Klaus,GER, ,M, 
4013,8097,LECHNER Benedikt,AUT,2005,M,Skisprungclub Wiener Stadtadler
4014,1941,LECHNER Markus,AUT,1986,M,SV Innsbruck-Bergisel
4015,7720,LECHNER Niklas,AUT,2000,M,Skisprungclub Wiener Stadtadler
4016,6364,LECHNER Sepp,GER,1994,M,Wsv Kiefersfelden
4017,5712,LECHNER Stefan,AUT,1991,M, 
4018,4707,LECHNER Vincent,AUT,1987,M, 
4019,2747,LEDERER Remo,DDR,1968,M, 
4020,7738,LEDGER Beckett,USA,2000,M,New York ski ed foundation
4021,7166,LEE Juchan,KOR,1996,M, 
4022,8598,LEE Landon,USA,24-09-2002,M,Flying Eagles Ski Club
4023,6946,LEE Robert,EST,2001,M,Nomme Sportclub
4024,6613,LEE Seung-Hee,KOR,1994,M, 
4025,5644,LEETOJA Aldo,EST,1988,M,Skiclub Telemark
4026,5663,LEETOJA Vaiko,EST,1985,M, 
4027,7152,LEGROS Tim,FRA,2002,M,Ski Club mont d or
4028,6132,LEHENBERGER Sven,GER,1995,M,WSV Isny
4029,2769,LEHMANN Christoph,SUI,1968,M, 
4030,6431,LEHTINEN Aapo,FIN,1996,M,Lahden Hiihtoseura
4031,5363,LEHTINEN Antti,FIN,1985,M,Lahden Hiihtoseura
4032,5126,LEHTO Alexander,SWE,1990,M,Svansteins SK
4033,5125,LEHTO Joakim,SWE,1989,M,Svansteins SK
4034,3598,LEIHO Keijo,FIN, ,M, 
4035,5733,LEINONEN Mikke,FIN,1992,M,Lahden Hiihtoseura
4036,8106,LEIS Sten-Jorgen,EST,2005,M,Andsumae Sk
4037,6282,LEISCHKER Dominik,GER,1995,M,SG Nickelhuette Aue
4038,2164,LEISING Benjamin,GER,1990,M,SC Oberstdorf
4039,6711,LEITNER Clemens,AUT,07-11-1998,M,Nordic Team Absam-Tirol
4040,219733,LEITNER Lukas,GER,2006,M,SK Berchtesgaden
4041,3943,LEITNER Norbert,AUT, ,M, 
4042,6541,LEITNER Patrick,AUT,1996,M, 
4043,2656,LEITNER Peter,GER,1956,M, 
4044,8388,LEIULFSRUD Sondre Rosland,NOR,2003,M,Heddal
4045,5512,LEJA Krzysztof,POL,21-02-1996,M,AZS ZAKOPANE
4046,5776,LEJEUNE Paul,FRA,1992,M,Gerardmer
4047,7796,LEJSEK Frantisek,CZE,05-04-2002,M,TJ Dukla Liberec
4048,6013,LEMARE Lea,FRA,21-06-1996,F,Courchevel
4049,5449,LEMMERER Harald,AUT,1991,M, 
4050,4572,LEMOLA Tuukka,FIN,1984,M, 
4051,3906,LENGAUER Alfred,AUT, ,M, 
4052,3554,LENGG Edi,GER, ,M, 
4053,3078,LENIC Tadej,SLO,1980,M, 
4054,4142,LENZ Christoph,AUT,1986,M,SC Kehlegg
4055,5290,LENZ Johannes,AUT,1990,M,SK Kehlegg
4056,3506,LEODOLTER Lois,AUT, ,M, 
4057,2296,LEODOLTER Otto,AUT,1936,M, 
4058,2786,LEONHARD Robert,GER, ,M, 
4059,6041,LEONTYEV Grigoriy,RUS,14-11-1992,M, 
4060,4746,LEPIHIN Alexey,KAZ,1982,M, 
4061,3216,LEPKO Michal,SVK,1970,M, 
4062,5400,LEPPAENEN Timo,FIN,1990,M,Puijon Hiihtoseura
4063,4052,LEPPERT Hans,GER, ,M, 
4064,3043,LEPPIAHO Sakari,FIN,1978,M, 
4065,4189,LEPRE Simone,ITA,1986,M, 
4066,3103,LESJA Ken,NOR,1980,M,Eidsvoll
4067,4885,LESKO Rastislav,SVK,1975,M, 
4068,7174,LESNIK Kristjan,SLO,1999,M,Sk Triglav kranj
4069,5835,LESNIK Monika,SLO,1993,F,SK Triglav Kranj
4070,3607,LESSER Alfred,DDR, ,M, 
4071,4121,LESSER Horst,GER, ,M, 
4072,2749,LESSER Ingo,DDR, ,M, 
4073,3425,LESSER Peter,GER, ,M, 
4074,3489,LESSER Werner,DDR,1932,M, 
4075,2300,LESSNER P.,GER, ,M, 
4076,8427,LEV Helena,AUT,2004,F,SZ Velden
4077,8283,LEV Samuel,AUT,2003,M,Sz Velden
4078,5607,LEVKIN Yevgeniy,KAZ,1992,M,Almaty Skiclub
4079,5645,LEVKOI Tanel,EST,1990,M,Skiclub Nomme
4080,2437,LEVORSTAD Tom,NOR,1957,M,Kraakstad
4081,4611,LEYHE Christoph,GER,1989,M,SC Willingen
4082,5262,LEYHE Stephan,GER,05-01-1992,M,SC Willingen
4083,6226,LI Chao,CHN,07-09-1988,M,Jilin Inst. of Physical Education
4084,1903,LI Chengbo,CHN,1984,M,Dulian
4085,1902,LI Chungang,CHN,1982,M, 
4086,7844,LI Guozheng,CHN,22-12-1994,M, 
4087,8321,LI Jingwen,CHN,2004,F, 
4088,7842,LI Minghang,CHN,1997,M, 
4089,6225,LI Qiang,CHN, ,M,Jilin Inst. of Physical Education
4090,8531,LI Qiurong,CHN,22-10-2002,F, 
4091,6598,LI Xueyao,CHN,11-04-1995,F,Chinese Ski Association
4092,1900,LI Yang,CHN,1980,M,Jilin
4093,6229,LI Zhenhuan,CHN,1991,F,Chinese Ski Association
4094,7082,LIAN Kristian,NOR,1994,M,"Il Ivrig, ntg/Lillehammerhopp"
4095,6025,LIANES Tommy,NOR,1992,M,Stordal IL
4096,8201,LIARDON Gael,FRA,2003,M,Rs Chaux neuve
4097,8122,LIBENER Luca,ITA,2005,M,U.S. DOLOMITICA A.S.D.
4098,1942,LICHTENAUER Manuel,AUT,1988,M, 
4099,5582,LICHTENEGGER Gerhard,AUT,1992,M, 
4100,3426,LICHTENEGGER Sepp,AUT,1937,M, 
4101,4115,LICHTENEGGER Willi,AUT, ,M, 
4102,5672,LICHY Patrik,SVK,1992,M,SK Kartik Banska Bystrica
4103,2428,LIDAK Jaromir,CZE, ,M, 
4104,3527,LIE Gunnar,NOR, ,M, 
4105,2147,LIE Haavard,NOR,1975,M,Byaasen IL
4106,8923,LIECHTENSTEIN,LIE, ,A, 
4107,8806,LIECHTENSTEIN,LIE, ,M, 
4108,8697,LIECHTENSTEIN,LIE, ,F, 
4109,9044,LIECHTENSTEIN I,LIE, ,A, 
4110,9413,LIECHTENSTEIN I,LIE, ,M, 
4111,9163,LIECHTENSTEIN I,LIE, ,F, 
4112,9882,LIECHTENSTEIN II,LIE, ,A, 
4113,9527,LIECHTENSTEIN II,LIE, ,M, 
4114,9644,LIECHTENSTEIN II,LIE, ,F, 
4115,9280,LIECHTENSTEIN III,LIE, ,M, 
4116,9763,LIECHTENSTEIN III,LIE, ,F, 
4117,8607,LIEDLOFF Lara,GER,2005,F,WSV 1907 Steinbach
4118,2920,LIEGL Florian,AUT,1983,M,SV Innsbruck-Bergisel
4119,3146,LIEN Haavard Grothe,NOR,1980,M,Heming
4120,3610,LIEN Kaare,CAN, ,M, 
4121,7289,LIENHER Maximilian,AUT,30-01-1999,M,Kitzbueheler Ski Club - KSC
4122,7697,LIIVAMAGI Stever,EST,1997,M,Pohjakotkas-Otepaa
4123,5838,LIKAR Matej,SLO,1991,M,SSK Logatec
4124,6606,LILJELUND Jesse,FIN,1992,M,Lahden Hiihtoseura
4125,7025,LIMBECKER Fabien,GER,1999,M,Wsg Rodewisch
4126,3724,LINDBAECK Haakon,SWE, ,M, 
4127,2271,LINDGREN T.,SWE,1978,M, 
